,content
1102,It’s so important for educators to show students that exercise can be fun.  http://ow.ly/KkF0v
1103,We like good news! CDC surveillance data show cancer is increasingly becoming a chronic disease. http://ow.ly/KkFfV
1104,"You knew too much sun &amp; smoking age you, but did you know allergies can too? http://ow.ly/KkH0Q"
1105,"5 Surprising New Approaches to Food Allergy Prevention, Diagnosis and Treatment: http://ow.ly/KkHDo"
1106,Are MentalHealth wellness programs the next big thing in corporate America? http://ow.ly/KkG8D business
1107,“I don’t have to allow stigma to determine the outcome of my life.” - HIVBeautyQueen http://ow.ly/KkHu7
1108,Will going organic help you lose weight? http://ow.ly/KmiaR
1109,Attention runners: You'll want to know about this new approach to treating ruptured Achilles: http://ow.ly/KmifJ running
1110,How should you recognize Colorectal Cancer Awareness Month? Protect your health with a plant-based diet: http://ow.ly/Ko28J
1111,"Today's discussions about nutrition have some of the same downfalls as the Tower of Babel, says DrDavidKatz http://ow.ly/Konyw"
1112,11 foods surprisingly high in added sugar: http://ow.ly/KoHrT http://pbs.twimg.com/media/CAOzzHBUwAEzkrC.jpg
1113,"Depressed because you're obese, or obese because you're depressed? http://ow.ly/KoJqA"
1114,RT USNewsTravel: Don't be one of those people who gets sick on springbreak. USNewsHealth offers prevention tips. http://ow.ly/KoXmV
1115,RT DrDavidKatz: Meeting for Dinner in the Tower of Babel http://ln.is/health.usnews.com/he/KSwC0 via usnews
1116,Is going organic worth the cost when it comes to weight loss? http://ow.ly/KoKq4
1117,Avoid a SpringBreak nightmare – stay healthy with these 5 tips from AnnaMedaris http://ow.ly/KoYyj
1118,What's hot and not in fitness? Chris Jordan of the 7-minute workout weighs in: http://ow.ly/Kp0pR
1119,5 Ways to Save on Your Weight Loss Goals by ElizabethRenter http://ow.ly/Kp1LD
1120,How many of these healthy eating myths have you fallen for? http://ow.ly/Kp2nF
1121,"When your heart fails, you can still succeed in managing it. lisaespo shares how: http://ow.ly/Kp2EU"
1122,Sleep talking: Just plain funny – or something more? http://ow.ly/Kp4Rh
1123,Quinoa 101: What It IS and How to Cook It: http://ow.ly/KplL2
1124,What's it like to live with osteoarthritis? http://ow.ly/KoBva
1125,RT leonardkl: Latest: 16.4 million have gained health insurance under Obamacare. If that's you: Share experience with usnews! http://t.c…
1126,Celebrating St. Patty's with potatoes? AnnaMedaris gets the scoop on whether your body will thank you: http://ow.ly/KreKx
1127,RT HealthyLiving: Healthy eating myths: How many have you fallen for? via USNewsHealth http://bit.ly/19sCNQp
1128,Go green (and red and orange) for St. Patty's Day with these colorful mood-boosting foods: http://ow.ly/KrfOM
1129,"Obamacare is responsible for the largest reduction in uninsured people in decades, reports leonardkl http://ow.ly/Krjle"
1130,"Vermont is most introverted, Nevada's most extroverted. What's your state's most common personality? http://ow.ly/KrgIs via YahooHealth"
1131,How to make sure your SpringBreak is more sun and less pain: http://ow.ly/Krg7i
1132,Eat green this St. Patty's Day with these 9 unusual uses for avocados. Yum! http://ow.ly/KseyM http://pbs.twimg.com/media/CAUmFGcW8AA4reD.jpg
1133,"RT AnnaMedaris: Next challenge: Finding someone who's allergic to marijuana. If you know anyone (or where to find them), let me know!"
1134,"Go ahead, have a Shamrock Shake today. But try these green smoothie recipes tomorrow. http://ow.ly/Ksu5f http://pbs.twimg.com/media/CAUwu1-WgAAw3Og.jpg"
1135,Insured – and lacking medical care? It happens. A lot. ElizabethRenter has the story: http://ow.ly/KrUJH
1136,Inflammation: the driver of obesity and depression? http://ow.ly/Ksqus
1137,What's the leading cause of disability among the 65-and-older crowd? http://ow.ly/Ksspt
1138,How bad is beer – and is green beer any worse? KeriGlassman answers: http://ow.ly/KssPY
1139,"Planning spring travel? Pack these healthy, ready-to-go snacks: http://ow.ly/Krl7z"
1140,"Coconut, almond, soy or cow's? KeriGans breaks down the nutrition in each milk: http://ow.ly/KuiEL"
1141,"Green beer yesterday, water, bananas and pretzels today. 10 Ways to Cure a Hangover: http://ow.ly/Kuzhd"
1142,"RT angelahaupt: In defense of 75,000 dietitians – who are protesting the “Kids Eat Right” logo on Kraft Singles. http://t.usnews.com/Z7rkbs R…"
1143,"RT usnews: Breast-fed babies grow up to be smarter, richer adults, study says. http://ow.ly/KuOVr http://pbs.twimg.com/media/CAZFRaeUkAAXX_I.jpg"
1144,"Young and Hip: Total hip replacements in 45- to 54-year-olds increased 205% in 10 years, reports lisaespo http://ow.ly/KuQdM"
1145,How do dietitians meal prep? HealthyBites asked them. http://ow.ly/Kv9Vw
1146,Why dietitians are protesting eatright's apparent endorsement of Kraft singles: http://ow.ly/KuOAS RepealTheSeal via ScritchfieldRD
1147,"What is ""failure to thrive"" and what should you do if your child is labeled that? http://ow.ly/Kvb77 parenting"
1148,4 Ways You're Shooting Yourself in the Foot (Nutritionally Speaking) by tamaraduker http://ow.ly/Kvbzz
1149,"If a friend, colleague or family member loses weight, don't say these 10 things: http://ow.ly/KvgXD via HealthyLiving"
1150,"There's no cure for osteoarthritis, but it can be treated. Here's how: http://ow.ly/KvCMX"
1151,What are you doing for colorectal cancer awareness month? Step one: Reading this story by PlantDietitian http://ow.ly/KvDbY
1152,"Soy, coconut or almond? Your simple milk-choosing guide by KeriGans http://ow.ly/KvDmJ"
1153,What is the Child Nutrition Act – and why should you care? chefannc explains: http://ow.ly/Kxa4s
1154,"Listen up, women: Better protection and better sex is in your future. http://ow.ly/KxamA womenshealth birthcontrol"
1155,"The One Trick You Need to Know to Grocery Shop Faster, Cheaper and More Effectively by eatsmartbd http://ow.ly/KxnEo"
1156,RT usnews: 28 people test positive for tuberculosis at Kansas school http://ow.ly/KxyMu http://pbs.twimg.com/media/CAeB3NGVAAA3WkJ.jpg
1157,"Will going organic help you lose weight? kafetters breaks it down, one calorie at a time: http://ow.ly/KxzwV"
1158,"If you're trying to stay sober, you may want to abstain from AA, one author suggests: http://ow.ly/KxAza"
1159,A bunch of dietitians are angry. ScritchfieldRD explains why: http://ow.ly/KxAVP
1160,RT leonardkl: Is alcoholicsanonymous an effective program for recovery? Some say it lacks evidence: http://bit.ly/1DBAZkP. Addiction
1161,"44% of adults are more afraid of vision loss than Alzheimer’s, Parkinson’s or heartdisease. How to protect yours: http://ow.ly/KygzX"
1162,"Eating fiber-fortified foods for constipation isn't doing you any good. 3 other ""healthy habits"" that aren't: http://ow.ly/KygZe"
1163,Is your child 'failing to thrive'? Don't panic. But read this: http://ow.ly/Kyidt
1164,Are you a sleep-talker? Steph_Steinberg explains what that says about you: http://ow.ly/KyiQJ
1165,"RT AnnaMedaris: Do you have a kid who's raised eyebrows because he or she seems ""too young to run?"" Message me for a story. runchat"
1166,"20-somethings don't have hip replacements, right? Wrong. http://ow.ly/Kyjdf"
1167,Did you know nut milks have little to know protein? The nutritional breakdown of milk alternatives: http://ow.ly/Kyjvz
1168,"Coconut products, dips, glutenfree oh my! TobyAmidor reveals the 7 hottest natural food trends http://ow.ly/KA76z"
1169,"The nursing workforce is growing, but the profession's future is uncertain, reports hinklehaley http://ow.ly/KA7M8"
1170,"Signed up for a 5K? Don't forget to strength train, ThriveFit says. http://ow.ly/KA8Fv runchat running"
1171,"What's it like to travel with COPD? For one, it's possible lisaespo reports. http://ow.ly/KAlA2 http://pbs.twimg.com/media/CAjZi-jWwAAr3HF.jpg"
1172,"We've been told to avoid salt, but now it's a hot workout supplement. What gives? http://ow.ly/KB3tQ"
1173,"RT lisaespo: If you think it's too hard to travel on oxygen, these people w/ COPD show how it's done: http://bit.ly/19F6i1w USNewsHealth"
1174,Want good eyes? Eat good food! 13 foods that do your eyes good: http://ow.ly/KBjP7
1175,"7.4 million patients will lose healthcare if community health centers lose funding, leonardkl reports. http://ow.ly/KBkwB"
1176,RT usnews: A frightening condition no one's talking about: http://ow.ly/KBwQD http://pbs.twimg.com/media/CAke0SWWMAAaKs4.png
1177,"Is your kid just small – or ""failing to thrive?"" http://ow.ly/KBlzV parenting"
1178,"What are the hottest natural food trends? Hint: cold coffee, coconut &amp; more via TobyAmidor http://ow.ly/KBm92"
1179,"RT AnnaMedaris: Shake it on. Shake, shake it on. kafetters reports on salt's benefits for (sweaty) athletes: http://ow.ly/KBlej"
1180,Hack your grocery store trip for efficiency with eatsmartbd's genius tip: http://ow.ly/KBmqK
1181,"So long, complicated birth control prescription access. Hello, future of birth control! http://ow.ly/KCwfl"
1182,Should you supplement your workouts with salt? http://ow.ly/KCwmB
1183,"Whole grain chardonnay mustard, basil citrus beef jerky and other hot (and natural!) foods: http://ow.ly/KCwPt"
1184,Most of HolleyGrainger's weekend meal prep is planning and packing school lunches. More tips from dietitians here: http://ow.ly/KBmYf
1185,What is the Child Nutrition Act and why should you care? Let chefannc explain: http://ow.ly/KCx2q
1186,Should you strength train for a 5k? http://ow.ly/KCxk4
1187,Midwifery clinics are on the rise. What's the appeal? http://ow.ly/KCxx0
1188,What to eat before you run: http://ow.ly/KDYSu SundayRunday
1189,What's the deal with RepealTheSeal? Read on. http://ow.ly/KDYWK nutrition
1190,"Who said Sunday brunch has to be bacon &amp; eggs? 3 easy, plant-based breakfast ideas. http://ow.ly/KDZnD http://pbs.twimg.com/media/CAt0tV7WsAAUZXM.jpg"
1191,A COPD diagnosis doesn't mean kissing travel goodbye. It means planning &amp; trouble-shooting. http://ow.ly/KDZzF
1192,Spring clean your home &amp; your health with these seasonal tips: http://ow.ly/KDZUt
1193,"RT usnews: Help! My child is ""failing to thrive."" http://ow.ly/Kxu91 http://pbs.twimg.com/media/CAtPKwcUsAAl3-K.jpg"
1194,Hospitals like ClevelandClinic are using data to improve patient satisfaction. nversel explains how: http://ow.ly/KEpLv
1195,Too busy to exercise? 9 time hacks to solve that problem: http://ow.ly/KGbxn by DrSherryPagoto
1196,10 foods that fight inflammation: http://ow.ly/KGdar by FrancesLRothRD
1197,"All women (and men, for that matter) should lift weights, says LacieJaeGlo. Here's why: http://ow.ly/KGoJN http://pbs.twimg.com/media/CAyq6eGWkAIBL8u.jpg"
1198,RT usnews: Trying to lose weight? Check out USNewsHealth's BestDiets for weight loss: http://ow.ly/KBsAs http://pbs.twimg.com/media/CAvakrtUwAATPF_.png
1199,"Congrats to ScritchfieldRD, who wrote last week's most-viewed health story, ""In Defense of 75,000 Dietitians"" http://ow.ly/KGO1z"
1200,RT leonardkl: Here's what happened to diabetes diagnosis in states that expanded Medicaid: http://bit.ly/1DLlcjk. Map by Lindzcook!
1201,"Want an easy diet? Try WeightWatchers or JennyCraig, our BestDiets panelists suggest: http://ow.ly/KGRuG"
1202,RT usnews: TheStruggle of being allergic to marijuana: http://ow.ly/KHlQZ http://pbs.twimg.com/media/CAzcWHbVIAAm8h0.jpg
1203,"RT lisaespo: Allergic to marijuana? It's possible, reports AnnaMedaris USNewsHealth. http://bit.ly/1CKCfAH"
1204,"RT AnnaMedaris: Read these 9 ""time hacks"" from DrSherryPagoto – and never say ""I'm too busy to exercise"" again: http://ow.ly/KGrrz"
1205,Can you be allergic to marijuana? http://ow.ly/KHiz5
1206,RT angelahaupt: Too busy to exercise? Then you haven't tried DrSherryPagoto's 9 time hacks: http://t.usnews.com/Z7rzoj
1207,"If you force 10 nutritionists to order at McDonalds, this is what they choose: http://ow.ly/KHoyN via HealthyLiving"
1208,Weighing yourself might be simpler said than done. Here's how to do it right: http://ow.ly/KGT9b
1209,"If policymakers think that not finding diabetes saves money, they’re wrong. http://ow.ly/KGXTW"
1210,.@tamaraduker resolved to introduce 1 new food to her family's meals each week for a year. Her progress report: http://ow.ly/KJmJz
1211,RT leonardkl: More than half of patients who have Alzheimers haven't been told by their doctor. Here's the latest: http://bit.ly/1N41sc6.
1212,"Annoyed that your doc is looking at the computer, not you? ElizabethRenter on what's really going on. http://ow.ly/KJo8j EHR"
1213,How to eat cheaply &amp; healthy on the go via USNewsMoney http://ow.ly/KJoLd
1214,"RT angelahaupt: In January, tamaraduker took on the 52NewFoods Challenge. An entertaining report on Q1: http://t.usnews.com/Z7w6gs"
1215,RT leonardkl: I do weightlifting twice a week -- the optimal is three! Are you doing this exercise? http://bit.ly/1ENDfD2 Fitness
1216,Not good news: Most Alzheimer's patients and their caregivers aren't notified of the diagnosis. http://ow.ly/KJqE0 by leonardkl
1217,RT HealthyLiving: Inflammation: The driver of obesity and depression? via USNewsHealth http://bit.ly/1N7UqRU
1218,Job forecast sunny for PhysicianAssistants: http://ow.ly/KJvjW via USNewsEducation
1219,What are the best diets for diabetes? biggestlosernbc diet &amp; DASH tie for 1st. http://ow.ly/KJx75
1220,Can acupuncture be part of an effective treatment for infertility? http://ow.ly/KKv04 womenshealth
1221,"Signed up for a 5K? Hit the weight room, first, ThriveFit says: http://ow.ly/KKvSr runchat"
1222,How depression warps your sense of time: http://ow.ly/KKwao via HealthyLiving http://pbs.twimg.com/media/CA5FyXrW4AEilqS.jpg
1223,RT alzassociation: Thank you leonardkl for your important story sharing the latest Alzheimers facts: http://bit.ly/1HwKMq8 ENDALZ
1224,Diagnosed with OvarianCancer? Ask these 12 questions: http://ow.ly/KKxnA AngelinaJolie
1225,"Don't want a ""diet"" but just to eat healthy? Try these top-rated plans: http://ow.ly/KKVNy"
1226,What are the best foods to fight inflammation? http://ow.ly/KKVVS
1227,"Wish you had an exercise buddy? Finding one is easier than you think, says DrSherryPagoto. Here's how: http://ow.ly/KMKhk"
1228,"Lace up! ""10 Epic Trails Anyone Can Hike"" http://ow.ly/KMWd4 hiking outdoors"
1229,Partial or total? Standard or robotic? These are the questions when considering knee replacement surgery. http://ow.ly/KMWYl
1230,How Lower Back Pain Relates to Retiring Comfortably by MoneyNing via USNewsMoney http://ow.ly/KMYke
1231,Planning a long-distance hike? It takes physical – &amp; mental – prep. Take note: http://ow.ly/KMYNz http://pbs.twimg.com/media/CA9gcAiWAAAmlPC.jpg
1232,How young is too young to run? AnnaMedaris finds out: http://ow.ly/KNmhM runchat running
1233,RT leonardkl: Here's what happened to diabetes diagnoses in states that expanded Medicaid under Obamacare: http://bit.ly/1DLlcjk.
1234,"9 rebuttals to the excuse ""I'm too busy to exercise"" by DrSherryPagoto http://ow.ly/KNxI8 Fitspiration"
1235,6 things no one tells you about sleepwalking via HealthyLiving http://ow.ly/KNROv
1236,RT usnews: White House kicks off health care reimbursement program: http://ow.ly/KNzQy
1237,Is acupuncture an effective treatment for infertility? magalyolivero explores: http://ow.ly/KNSco ComplementaryMedicine
1238,"Ladies (&amp; gents), if you're not lifting weights, you're missing out on important health benefits, LacieJaeGlo says: http://ow.ly/KNSTJ"
1239,Obamacare is already 5 years old. What's next from leonardkl: http://ow.ly/KNTgf
1240,5 things you don't know (&amp; should) about stretching: http://ow.ly/KPr9o http://pbs.twimg.com/media/CBBrXLnWgAEhl5h.jpg
1241,RT lisaespo: Knee replacement decisions: total or partial; standard or robotic? USNewsHealth http://bit.ly/1HM3lXs
1242,What are the best foods to eat after a workout? Brendan_Brazier names 6: http://ow.ly/KPrJL fitness nutrition
1243,Going through a divorce? Take care of yourself with these 10 tips: http://ow.ly/KPtT2 http://pbs.twimg.com/media/CBCFcGhWkAAw0nX.jpg
1244,RT angelahaupt: Brendan_Brazier says these are his 6 favorite post-workout foods. Tart cherries and... http://t.usnews.com/Z7qhmz
1245,What are the best foods for fighting inflammation? Funny you should ask. http://ow.ly/KPVla
1246,"Which ""milk"" has the most protein? http://ow.ly/KPVZA"
1247,RT USNewsTravel: 10 epic trails almost ANYONE can hike: http://ow.ly/KPLHY via USNewsHealth
1248,How to deal with distracted doctors: http://ow.ly/KPWNX
1249,"How many of these ""healthy"" eating myths have YOU fallen for? http://ow.ly/KQVlv"
1250,"Are your migraines, soreness and digestive issues actually signs of depression? http://ow.ly/KQVzR"
1251,"Survey: 1 in 4 Latinos hasn't heard of Obamacare exchanges, leonardkl reports: http://ow.ly/KQWkX"
1252,The awesome things ClifBar &amp; other companies do to keep their employees happy (&amp; healthy!) http://ow.ly/KQWV8
1253,Wish you had an exercise pal? Stop wishing and start following DrSherryPagoto's tips for finding one: http://ow.ly/KQX9R
1254,"What does ""clean eating"" actually mean? 12 dietitians answer: http://ow.ly/KSpKC"
1255,"RT Brendan_Brazier: Best recovery foods, my latest on USNewsHealth http://health.usnews.com/health-news/blogs/eat-run/2015/03/26/top-6-foods-for-post-workout-recovery?src=usn_tw greens http://pbs.twimg.com/media/CBEGv-zU8AA0h_c.jpg"
1256,"Don't just detox your body, detox your home! WholeGreenYou tells you how: http://ow.ly/KSvqf"
1257,Scale not budging? kafetters outlines 6 things keeping you fat. http://ow.ly/KSKPK  weightloss http://pbs.twimg.com/media/CBHM1PLUkAEJWXL.jpg
1258,"Post-heart attack or bypass surgery, rehab your heart. http://ow.ly/KT5la by lisaespo"
1259,RT ACSMNews: How Young Is Too Young to Run? http://bit.ly/1D6R5D9 andrewjmgregory USNewsHealth
1260,Planning a hike tomorrow? How to start preparing – physically and mentally – today: http://ow.ly/KTx6N
1261,Are you ready to apply for medical school? Take this USNewsEducation quiz and find out! http://ow.ly/KTyJE
1262,Don't just be a divorcee – be a healthy one! 10 tips on how: http://ow.ly/KTzyx
1263,Here are 6 reasons why you can't lose weight: http://ow.ly/KTXKf
1264,Considering a knee replacement? Consider this. http://ow.ly/KTY6W
1265,Think you know about stretching? 5 things you probably don't: http://ow.ly/KTYf8 fitness
1266,Step 1: Detox your body. Step 2: Detox your home. WholeGreenYou has your guide. http://ow.ly/KTYuJ
1267,Salt: The New Gatorade? http://ow.ly/KTZgl
1268,How's tamaraduker's resolution to try 1 new food a week panning out?  http://ow.ly/KTZlX
1269,Spring clean your health with these 6 tips: http://ow.ly/KU1xW
1270,"What does ""clean eating"" really mean? (According to dietitians) http://ow.ly/KTZUh"
1271,Need a new knee? Ask yourself these questions first. http://ow.ly/KU0yI
1272,Distracted doctor? Why that might be a good thing for your health (but not your patience) http://ow.ly/KU0Nm
1273,"Acupuncture for infertility? Yup, it's a thing. http://ow.ly/KU28j"
1274,Happy Sunday Hike Day! Here are 10 hiking trails to try out: http://ow.ly/KU1po spring
1275,4 simple tips to detox your home: http://ow.ly/KU1Fo
1276,"After knee surgery, you rehab your leg. After heart surgery, why wouldn't you rehab your heart? http://ow.ly/KU1VM"
1277,Got allergies? Maybe the culprit is in your home. http://ow.ly/KU2Yy
1278,How the heck are you supposed to exercise outside with spring allergies? Glad you asked. http://ow.ly/KU36z
1279,5 free ways to get in shape this spring: http://ow.ly/KU3EE
1280,Should gut bugs influence the DietaryGuidelines? DietitianWells weighs in: http://ow.ly/KYGWa guthealth
1281,"If you eat a plant-based diet, your kids will benefit. DrDavidKatz explains: http://ow.ly/KZ0QS"
1282,RT angelahaupt: JournoJob alert: We're hiring a medical reporter here at USNewsHealth. http://www.journalismjobs.com/job-listings/1617173
1283,Huge medical bill? Read this before taking it to HR: http://ow.ly/KZ663 by LacieJaeGlo
1284,RT DietitianWells: Should our microbiome influence the DGA2015? Yes! Read my new blog: http://bit.ly/1G1vn49 http://pbs.twimg.com/media/CBWf7u7WEAAL6Td.jpg
1285,How to turn your phone into the ultimate weightloss tool: http://ow.ly/KZnbN
1286,"The WhiteHouse unveiled a 5-year plan to fight infections spread in hospitals, reports leonardkl http://ow.ly/KZr7G"
1287,This guy was the first to conquer the Ironmantri with 2 prosthetic legs. What's your excuse? http://ow.ly/KZRwP MotivationMonday
1288,Doing everything right but just can't lose weight? 6 things that are holding you back: http://ow.ly/KZSWg
1289,RT leonardkl: Should hospitals be forced to report superbug incidences? My latest story for USNHoT: http://bit.ly/1Afh6Zl.
1290,"After a heart attack or heart surgery, rehab your heart. Here's what to expect: http://ow.ly/KZTGK"
1291,Did someone say yoga? RT usnews: amazon will market everything from yoga to voice lessons: http://ow.ly/L03v1 http://pbs.twimg.com/media/CBYAaYsUsAAEUAH.jpg
1292,What are the best foods to eat after a workout? The answers may surprise you: http://ow.ly/L0sIG
1293,What are the most common medical errors - and how can you help prevent them? AnnaMedaris with the scoop: http://ow.ly/L0sWA
1294,Got migraines? Get relief. Here's how: http://ow.ly/L1SUU
1295,RT USNHoT: The hospital gown is getting an update that involves showing less of your behind: http://ow.ly/L24Yb http://pbs.twimg.com/media/CBbzepcWwAA9Xmj.jpg
1296,"How to get the best deals on your medical care, by ElizabethRenter: http://ow.ly/L2koi"
1297,"RT angelahaupt: Surprise, this is what's keeping you fat. http://t.usnews.com/Z80ypr"
1298,Got a huge medical bill? Why you should hold your horses before storming HR: http://ow.ly/L2JJv
1299,"RT benharder: Too many blood transfusions, too much oxygen for preemies &amp; other preventable medical errors. http://health.usnews.com/health-news/patient-advice/slideshows/5-common-preventable-medical-errors/"
1300,Trying the paleo diet but not losing weight? Here's why via HealthyLiving http://ow.ly/L36bW
1301,"RT usnews: Steer clear of raw milk, experts say. http://ow.ly/L3jUU http://pbs.twimg.com/media/CBdadFBU8AIVJX-.jpg"
1302,Did you know? More young Republicans support Obamacare's birthcontrol coverage requirement than oppose it. http://ow.ly/L3cnm
1303,Spring clean your health with these 6 tips: http://ow.ly/L3d1Q
1304,12 spring superfoods to try tonight: http://ow.ly/L3dYe http://pbs.twimg.com/media/CBeDQOVVAAAwpFZ.jpg
1305,"Stop punishing and start playing! It will make you happier &amp; healthier, says deliciousalex. http://ow.ly/L4Jrp http://pbs.twimg.com/media/CBghZcZU8AALwp0.jpg"
1306,"RT leonardkl: Major loopholes in Obamacare leave many with mentalillness struggling with costs, access: http://bit.ly/1bPAkAt, via NAM…"
1307,"With congestive heart failure, when is it time to ""talk transplant?"" lisaespo with the answer: http://ow.ly/L586W hearthealth"
1308,"Which water? KeriGans reviews the claims of coconut, cactus, maple and even artichoke: http://ow.ly/L5dbA"
1309,"There's sweat, and then there's (treatable) excessive sweat. What's the diff? http://ow.ly/L5tlk hyperhidrosis http://pbs.twimg.com/media/CBhYA33WYAA0z0p.jpg"
1310,RT ElizabethRenter: Do you comparison shop for health care? You should. Here's how. http://buff.ly/1yz4Kvu PersonalFinance Medicine
1311,The simple hack that will help you sleep better tonight: http://ow.ly/L65qf via HealthyLiving
1312,"RT Steph_Steinberg: Coconut v. Cactus v. Maple v. Artichoke (yes, artichoke). kerigans on which H20 is healthiest: http://t.usnews.com/Z876wd"
1313,Migraines – from triggers to relief – explained. http://ow.ly/L6wEJ
1314,Got allergies? You can still exercise outside. Here's how: http://ow.ly/L6wOV
1315,"Don't just detox your body, detox your home! WholeGreenYou explains how: http://ow.ly/L6wXt SpringCleaning"
1316,"We didn't ask, but eatsmartbd did: Should you spring clean your colon? http://ow.ly/L7K7p"
1317,RT HealthyLiving: 10 foods that fight inflammation via USNewsHealth http://bit.ly/1akaZhH
1318,So you think you can photograph food? eatsmartbd interviews NYTimes food photographer AndrewScrivani: http://ow.ly/L82h5
1319,Which is healthier: Smoothies or cold-pressed juices? http://ow.ly/L873q http://pbs.twimg.com/media/CBmL2EvUAAEFIWm.jpg
1320,How to be a friend to someone with autism: http://ow.ly/L8jqN WorldAutismAwarenessDay
1321,Should you join a mentalhealth support group? Kristen Fawcett with the low-down: http://ow.ly/L88mG
1322,How to be a friend to someone with autism WorldAutismAwarenessDay http://ow.ly/L8wTq http://pbs.twimg.com/media/CBmmyZjWEAEXkvZ.png
1323,I've come to expect the unexpected. How torontoadguy copes w/ his daughter's autism. http://ow.ly/L8lji WorldAutismAwarenessDay
1324,"RT AnnaMedaris: Yes, artichoke water exists (as does cactus &amp; maple.) kerigans asks: Are they worth their cost? http://ow.ly/L5cJr"
1325,Wish you could be a kid again? So does your body! Here's why. http://ow.ly/L8DzY http://pbs.twimg.com/media/CBnONb3WMAMpDy6.jpg
1326,Think giving your kids a sip of wine or beer will give them healthy attitudes about drinking? Study: think again. http://ow.ly/L8E1I
1327,How much sweat is enough to classify as hyperhidrosis? http://ow.ly/L9k7d
1328,Is it time for a heart transplant? http://ow.ly/L9kpK hearthealth
1329,Good morning! Cold-pressed juice or blended smoothie? We'll help you decide: http://ow.ly/L9kwS
1330,RT angelahaupt: It's EarthMonth + SharonPalmerRD has 5 ways to lower your carbon footprint – with your fork. http://t.usnews.com/Z87piy
1331,Love pizza but not the calories? TobyAmidor to the rescue! http://ow.ly/L9VLO http://pbs.twimg.com/media/CBrI5CnWYAA6C7I.jpg
1332,RT usnews: This SuperBug will give you the diarrhea of your life http://ow.ly/LaD0L
1333,"RT leonardkl: Moms and Dads: Did you ask your pediatrician for a flexible immunization schedule, and why? vaccines"
1334,"Before you Instagram that lunch, read this: http://ow.ly/L9liN food photography"
1335,Celebrate EarthMonth by greening your plate with these tips from SharonPalmerRD:  http://ow.ly/LagTP
1336,Good News Friday! Here's proof that life gets better with age: http://ow.ly/L9kP2 via HealthyLiving aging
1337,"Medical errors can kill you, but you're not helpless. http://ow.ly/L9lFX"
1338,"You splurged on all the spring produce. Now, how to prepare it: http://ow.ly/L9mCq"
1339,5 numbers to know as Obamacare turns 5: http://ow.ly/L9n2Q
1340,"Before you join a support group for a mentalhealth condition, read this: http://ow.ly/L9mii"
1341,Got migraines? Get relief. Here's how: http://ow.ly/L9W1r
1342,How to fall asleep when it's 4am and you're wide awake. http://ow.ly/L9kVS http://pbs.twimg.com/media/CBxKjQ-UoAAGYlM.jpg
1343,What's for dinner? 4 simple steps to a healthier pizza: http://ow.ly/L9VT1 PizzaNight
1344,"You say Sweaty Betty, dermatologists say hyperhidrosis. http://ow.ly/L9mOm"
1345,Juice or smoothie? That is the question. http://ow.ly/L9kAg
1346,Are water alternatives worth their cost? KeriGans weighs in. http://ow.ly/L9ldY cactus coconut
1347,What's it like to be a food photographer for NYTimes? eatsmartbd asked one. http://ow.ly/L9lnT
1348,Stuck in a fitness rut? How to spring clean your routine: http://ow.ly/L9mJK
1349,"RT angelahaupt: Fight inflammation through the grocery, not the pharmacy. LupusChickcom on what foods work: http://t.usnews.com/Z875by"
1350,Pregnant women: To eat fish or not to eat fish? http://ow.ly/LfjRb
1351,Heart bypass surgery or angioplasty? That is the question. lisaespo has the answer. http://ow.ly/LfoPD hearthealth
1352,"Celebrate Earth month with these 5 eating tips. (Hint: Your body will thank you, too.) http://ow.ly/LfrLt http://pbs.twimg.com/media/CB67gYuUAAAKEvY.jpg"
1353,Vaccines: They're not just for kids. Here are 8 you should discuss with your doctor: http://ow.ly/LfDFT
1354,Chris Kaag bikes daily toting an extra 30 pounds. He has a neurodegenerative disorder. What's your excuse? http://ow.ly/LfJZH
1355,Could raising taxes on alcohol curb drunk driving accidents? One study says yes: http://ow.ly/Lgglk
1356,Pizza night! How to make yours healthy by TobyAmidor http://ow.ly/Lgnrb http://pbs.twimg.com/media/CB8AFzoW0AEvy29.jpg
1357,10 unconventional ways to beat spring allergies: http://ow.ly/LgnFC
1358,7 surprising things that age you: http://ow.ly/LgnYY
1359,RT Steph_Steinberg: A throwback in honor of StressAwarenessMonth: Beat Work Stress in a Minute or Less http://t.usnews.com/Zbzf4
1360,"MentalHealth support groups ""are a function of the people in them.” How to find one that suits you: http://ow.ly/LgosK"
1361,How to make Passover easier on your digestive system http://ow.ly/Li9AE by tamaraduker
1362,Want to fight inflammation? Try these 5 foods and spices: http://ow.ly/LialD
1363,.@HopkinsMedicine says WeightWatchers &amp; JennyCraig are effective for weightloss. We concur! http://bit.ly/1HLGN9s bestdiets
1364,Kix are for kids. Vaccines are for adults and kids. What adults need to know: http://ow.ly/LiaXg
1365,Do alcohol taxes save lives? http://ow.ly/Libq2
1366,RT HealthyLiving: Do you sweat too much? via USNewsHealth http://bit.ly/1FbBWkr
1367,What's the difference between allergies that can be treated OTC – &amp; allergies that need medical attention? http://ow.ly/Lione
1368,5 PhysicalTherapy procedures that are more quack than quality: http://ow.ly/Lj9F9
1369,"What's it like to exercise with a disability? Not easy, but not impossible. http://ow.ly/LjbHS http://pbs.twimg.com/media/CCAuN2pWIAE9ciO.jpg"
